,0,1,2,3,4,5,6,y_kmeans
0,0.02729417596703511,0.013291985467670537,0.0,0.10016102342010386,0.0,0.0,0.01264131913376085,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0.0014410350265726016,0.0,0.0,0.0,0.0,0.0,0.0,0
3,0.0019182949728219476,0.0,0.0,0.0,0.0,0.0,0.0,0
4,0.0241355167172939,0.0,0.0,0.0,0.0,0.0,0.0,0
5,0.010899297544104987,0.0055732391399536995,0.0,0.0,0.0,0.0,0.014841173675308898,0
6,0.00212439498072593,0.0,0.0,0.06366619022849723,0.0,0.0,0.03856947628820427,0
7,0.17780812843043392,0.0,0.0,0.29604157187580304,0.0,0.0,0.0,2
8,0.014259617019292329,0.01890389546589443,0.0,0.031655391490457915,0.0,0.0,0.007191406461791942,0
9,0.03961321210700568,0.03591452485109012,0.0,0.050517958638798835,0.0,0.0,0.011476565510210366,0
10,0.11733897093519932,0.07278914823780928,0.0,0.07176617354880623,0.009638401914551354,0.0,0.03441890341245741,3
11,0.016529735180547785,0.0,0.0,0.3302541112424791,0.0,0.0,0.07502644692732446,2
12,0.031966887380621985,0.04313508173110233,0.0,0.1596697688402694,0.0,0.0,0.03627344832354587,3
13,0.06110556749865136,0.06858807344973909,0.0,0.14888442441434271,0.0,0.0,0.08117581452369446,3
14,0.06100086782921918,0.013478085552277454,0.0,0.13541782712530692,0.0,0.0,0.02050929486107305,3
15,0.02608660954303608,0.011645253518008618,0.0,0.1240939716022067,0.0,0.0,0.02819141218071935,3
16,0.03182021790348565,0.020087565236237535,0.0,0.058865621103505704,0.0,0.0,0.01872215832024236,0
17,0.10546836363197049,0.07171035843282333,0.0,0.1036324974605524,0.0,0.0,0.09155617622565042,3
18,0.0001547634009687706,0.0007913660859529539,0.0,0.00773019786486848,0.0,0.0,0.0,0
19,0.03391539217191473,0.0478977057680478,0.0,0.03872051557592604,0.0,0.0,0.0,0
20,0.09912414698862032,0.0779785716924902,0.0,0.06528924737353661,0.0,0.0,0.05438501338684818,3
21,0.05531737620324867,0.033544233488718225,0.18851397074933404,0.07438898108532699,0.0064225622903770615,0.0,0.07484079825326018,3
22,0.06998337252258263,0.046952276376342056,0.0,0.1041231721824095,0.0,0.0,0.03379212459096165,3
23,0.02993727295528239,0.006584130793955642,0.0,0.23153365421135233,0.0,0.0,0.04821605926833718,2
24,0.6344575148146474,0.07613747216632852,0.28897383292240486,0.07563292009324867,0.274258359281496,0.0,1.0,1
25,0.0004813661887215755,0.0,0.0,0.014426107959567,0.0,0.0,0.0,0
26,0.06392068131052828,0.04272569440702888,0.0,0.17528776197006057,0.0,0.0,0.05688787392479963,3
27,0.0,0.04032750608090636,0.0,0.0,0.0,0.0,0.05369476408684835,0
28,0.00491134626368851,0.0008371214479921139,0.0,0.04906286391167603,0.0,0.0,0.0022292000190539535,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,0.035933780961025015,0.0,0.0,0.09572469464064703,0.0,0.0,0.02174653843088047,0
31,0.2968838854911608,0.06425752261907233,0.0,0.013450250494557574,0.0,0.0,0.04583400193381199,3
32,0.0005640726642650155,0.00032048057710329337,0.0,0.0,0.0,0.0,0.0,0
33,0.013335205317909967,0.01663125489674255,0.0,0.11047070059602916,0.0,0.0,0.03395409582435144,0
34,0.37205871370845417,0.13698639707479032,0.05107450799827062,0.20211955471788198,0.14929878155060536,0.0,0.11479275752211367,1
35,0.01470773244951815,0.0062672013047877515,0.0,0.11019434950379264,0.0,0.0,0.04172287456484877,0
