,Unnamed: 0,id,SCaCodigo,SCaTipo,SCaNombre,SHAPE_Leng,SHAPE_Area,areakm,count_hurtos,count_accidentes,count_alojamiento,count_sitp,count_restaurantes,count_parques,count_sitios,hurtos,accidentes,alojamiento,sitp,restaurantes,parques,sitios,c1_index,cluster
48,48,2414,2414,0,ISMAEL PERDOMO,0.0151295047078,9.97238330143e-06,0.12397430533347187,21.0,13.0,0.0,4.0,0.0,0.0,4.0,169.38993885477495,104.8604383386702,0.0,32.26475025805237,0.0,0.0,32.26475025805237,6.11222503855045,0
49,49,109112,109112,1,CAPITOLIO,0.156810326309,0.00115228541836,14.31464674967476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06985851746727322,0.004393180009689202,3
50,50,8220,8220,0,SIBERIA CENTRAL,0.0331597114276,1.84134758574e-05,0.22892836039720504,80.0,59.0,0.0,7.0,0.0,0.0,18.0,349.4543002937469,257.72254646663833,0.0,30.57725127570285,0.0,0.0,78.62721756609305,10.44421893219655,0
51,51,4521,4521,0,LA ESTACION BOSA,0.0214571460927,2.22121980516e-05,0.2761433491240485,266.0,91.0,0.0,7.0,0.0,0.0,11.0,963.2678130535314,329.53898867620813,0.0,25.349152975092935,0.0,0.0,39.83438324657461,10.255702710671386,0
52,52,8415,8415,0,SANTA BARBARA CENTRAL,0.036438954100599996,8.73980462527e-05,1.0866928944915537,1251.0,316.0,2.0,18.0,15.0,0.0,35.0,1151.1992084804447,290.7905274818709,1.8404463764675374,16.564017388207837,13.803347823506531,0.0,32.207811588181904,12.936859201533707,0
53,53,2594,2594,0,VILLA ISRAEL,0.01913506978,1.59259423288e-05,0.1979621539936426,43.0,25.0,0.0,5.0,0.0,0.0,3.0,217.21323562371884,126.28676489751095,0.0,25.25735297950219,0.0,0.0,15.154411787701314,4.723395600322318,0
54,54,5660,5660,0,SAN ANTONIO URBANO,0.0131869747637,9.02243672042e-06,0.11218392315596204,65.0,60.0,0.0,2.0,0.0,0.0,6.0,579.4056596651083,534.835993537023,0.0,17.8278664512341,0.0,0.0,53.4835993537023,10.218045440283335,0
55,55,5505,5505,0,BOSQUE POPULAR,0.0267708782385,3.67981346882e-05,0.4575225496813854,417.0,224.0,1.0,14.0,0.0,0.0,10.0,911.4304864107684,489.5933548105806,2.185684619690092,30.599584675661287,0.0,0.0,21.856846196900918,10.87521634269027,0
56,56,4545,4545,0,CATALINA,0.0374587840427,2.90861934568e-05,0.3616070020156004,204.0,115.0,0.0,10.0,0.0,0.0,16.0,564.148367877011,318.0248152247856,0.0,27.65433175867701,0.0,0.0,44.24693081388322,9.17867523972051,0
57,57,2598,2598,0,EL MOCHUELO II URBANO,0.0801216202937,0.000182294081645,2.2660581458857387,33.0,1.0,0.0,3.0,0.0,0.0,2.0,14.562733114291392,0.4412949428573149,0.0,1.3238848285719447,0.0,0.0,0.8825898857146298,0.22891735306629088,3
58,58,102502,102502,1,EL UVAL RURAL,0.161020920343,0.0007078280334700001,8.79820636659026,30.0,8.0,0.0,4.0,0.0,0.0,1.0,3.409785898398571,0.9092762395729522,0.0,0.4546381197864761,0.0,0.0,0.11365952994661903,0.06518405008752771,3
59,59,4524,4524,0,SAN PABLO BOSA,0.035871431549499996,2.88230952215e-05,0.3583332079669974,318.0,106.0,3.0,14.0,0.0,0.0,19.0,887.4421709452279,295.8140569817426,8.37209595231347,39.06978111079619,0.0,0.0,53.023274364651975,13.907725220821481,5
60,60,1344,1344,0,LOS SOCHES,0.015427991192999998,9.91089986015e-06,0.12319589997264288,17.0,5.0,0.0,1.0,0.0,0.0,3.0,137.99160527075213,40.58576625610357,0.0,8.117153251220714,0.0,0.0,24.35145975366214,2.9976632948335404,3
61,61,2630,2630,0,EL PORTAL DEL DIVINO,0.0156469928942,8.854550020710001e-06,0.110063054060666,31.0,17.0,0.0,0.0,0.0,0.0,3.0,281.65673090366016,154.45691694716845,0.0,0.0,0.0,0.0,27.25710299067679,3.6675753028094533,3
62,62,1415,1415,0,MARCO FIDEL SUAREZ I,0.037926647505300004,2.6343749336e-05,0.3274922333815425,228.0,246.0,0.0,5.0,0.0,0.0,6.0,696.1997163895188,751.1628518939546,0.0,15.267537640121027,0.0,0.0,18.321045168145233,9.48077757998182,0
63,63,4553,4553,0,ANDALUCIA II,0.0284139482259,2.2133891249000002e-05,0.2751708290932166,214.0,106.0,0.0,5.0,0.0,0.0,8.0,777.6987143048711,385.21525101082403,0.0,18.17053070805774,0.0,0.0,29.07284913289238,8.579709010267234,0
64,64,4622,4622,0,BRASIL,0.0195686367747,2.10770320408e-05,0.2620430055368456,185.0,185.0,0.0,5.0,0.0,0.0,7.0,705.9909865595986,705.9909865595986,0.0,19.080837474583745,0.0,0.0,26.713172464417244,10.116788931867642,0
65,65,6523,6523,0,SAN PEDRO DE LOS ROBLES,0.0101538579475,3.76843272975e-06,0.046853877097996016,39.0,98.0,2.0,1.0,0.0,0.0,4.0,832.3750864508087,2091.60919159434,42.68590186927224,21.34295093463612,0.0,0.0,85.37180373854449,33.251963147635855,1
66,66,1350,1350,0,YOMASA,0.030351897720900002,2.12855281829e-05,0.2645941845695078,36.0,25.0,0.0,2.0,0.0,0.0,2.0,136.05741206509,94.48431393409028,0.0,7.558745114727222,0.0,0.0,7.558745114727222,2.200005359743402,3
67,67,102115,102115,1,LA UNION,0.25609772453699997,0.00195605810127,24.308330688500572,41.0,0.0,0.0,0.0,0.0,0.0,1.0,1.686664564728654,0.0,0.0,0.0,0.0,0.0,0.04113816011533303,0.008884078923670517,3
68,68,8532,8532,0,EL REDIL,0.03886587875730001,2.31086225892e-05,0.2873507244829257,61.0,39.0,0.0,5.0,0.0,0.0,4.0,212.2841350400862,135.72264371415346,0.0,17.400338937711982,0.0,0.0,13.920271150169587,3.991262243046487,3
69,69,1101,1101,0,LAS BRISAS,0.0175086528566,1.40462390534e-05,0.17461978311820298,94.0,17.0,0.0,2.0,0.0,0.0,4.0,538.3124312803084,97.35437586984301,0.0,11.453455984687412,0.0,0.0,22.906911969374825,5.026385809357156,3
70,70,104110,104110,1,QUIBA BAJO,0.146829462807,0.0007287023052989999,9.05837044091787,14.0,0.0,0.0,2.0,0.0,0.0,2.0,1.5455318471808273,0.0,0.0,0.22079026388297535,0.0,0.0,0.22079026388297535,0.03907888264106335,3
71,71,4641,4641,0,LA INDEPENDENCIA,0.023170925762400003,2.02453618677e-05,0.2516991636447229,130.0,73.0,0.0,8.0,0.0,0.0,5.0,516.4895986046936,290.02877460109715,0.0,31.783975298750374,0.0,0.0,19.864984561718984,7.667269013374875,0
72,72,5655,5655,0,GARCES NAVAS SUR,0.0124255918931,8.1984413511e-06,0.1019401412699418,58.0,55.0,0.0,3.0,0.0,0.0,5.0,568.9613461140253,539.5323109701965,0.0,29.429035143828898,0.0,0.0,49.0483919063815,10.94816909126828,0
73,73,5632,5632,0,BOCHICA,0.0226442937714,2.34223430862e-05,0.2912344030694856,286.0,147.0,0.0,7.0,0.0,0.0,7.0,982.0268381265495,504.74806015595374,0.0,24.035621912188272,0.0,0.0,24.035621912188272,10.239743899699286,0
74,74,2412,2412,0,VERONA,0.0258240317444,2.82266048881e-05,0.350904166061576,269.0,186.0,0.0,9.0,0.0,0.0,21.0,766.5910696335147,530.0592526090473,0.0,25.648028352050677,0.0,0.0,59.84539948811825,11.97704475803457,0
75,75,2519,2519,0,DANUBIO,0.024224739227299997,1.63696872263e-05,0.2034919252379713,132.0,62.0,0.0,5.0,0.0,0.0,9.0,648.6743876723075,304.6803942097202,0.0,24.57099953304195,0.0,0.0,44.22779915947551,9.143866135499776,0
76,76,103107,103107,1,LAS PALMAS,0.11663063971899999,0.00041985217590599996,5.216463337503483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
77,77,4519,4519,0,ESCOCIA,0.0219732693682,2.10381794261e-05,0.2615559607303149,176.0,83.0,0.0,11.0,0.0,0.0,9.0,672.8961538806989,317.331708932375,0.0,42.05600961754368,0.0,0.0,34.40946241435392,10.228965893606084,5
78,78,4507,4507,0,CIUDAD KENNEDY SUR,0.0302781504452,4.20539017047e-05,0.5228312701344939,536.0,194.0,0.0,20.0,0.0,1.0,35.0,1025.1873417252157,371.0566124900967,0.0,38.2532590195976,0.0,1.91266295097988,66.9432032842958,14.356416205556027,0
79,79,1357,1357,0,SANTA INES SUR II,0.0168969139502,1.52493935862e-05,0.18957131256442766,81.0,39.0,0.0,5.0,0.0,0.0,6.0,427.2798394665931,205.72733011354484,0.0,26.375298732505748,0.0,0.0,31.650358479006897,7.107268298805377,0
80,80,2547,2547,0,EL TESORO,0.020847559351099998,1.48677744847e-05,0.18482095199378384,53.0,14.0,0.0,3.0,0.0,1.0,8.0,286.7640244693825,75.74898759568595,0.0,16.231925913361273,0.0,5.410641971120425,43.2851357689634,7.88954455960406,4
81,81,4546,4546,0,VILLA DEL RIO,0.0341850775304,5.66835530905e-05,0.7046947633724344,326.0,202.0,0.0,12.0,0.0,1.0,11.0,462.6116397401232,286.6489301457205,0.0,17.02864931558736,0.0,1.4190541096322797,15.609595205955078,6.464639433535674,0
82,82,7406,7406,0,SANTA SOFIA,0.0173065630205,1.86705863799e-05,0.2321373957803397,292.0,261.0,1.0,0.0,0.0,0.0,7.0,1257.8757464665682,1124.3341432458024,4.3077936522827684,0.0,0.0,0.0,30.154555565979376,14.236078668619745,1
83,83,5507,5507,0,NORMANDIA,0.030133900084500002,4.56985764117e-05,0.5681835832923195,835.0,804.0,11.0,9.0,0.0,0.0,28.0,1469.5954345629316,1415.0356040582,19.359939856517663,15.83995079169627,0.0,0.0,49.279846907499504,23.08785887434483,1
84,84,5663,5663,0,EL DORADO INDUSTRIAL,0.0530035904687,4.09862535926e-05,0.5096426314993938,194.0,232.0,0.0,10.0,0.0,0.0,2.0,380.6588931331008,455.2209443653576,0.0,19.621592429541277,0.0,0.0,3.9243184859082554,6.052321179993166,0
85,85,6415,6415,0,LA LAGUNA FONTIBON,0.017436729664200002,1.3909174756e-05,0.17293718288917273,116.0,94.0,0.0,2.0,0.0,0.0,12.0,670.7637886893237,543.549966696521,0.0,11.564892908436617,0.0,0.0,69.3893574506197,11.059286536642343,0
86,86,2456,2456,0,QUIBA I,0.021761572884499997,1.64325184455e-05,0.20427362166076968,39.0,43.0,0.0,3.0,0.0,0.0,9.0,190.92039237824835,210.50197108370972,0.0,14.686184029096028,0.0,0.0,44.058552087288085,6.004684446234761,3
87,87,4560,4560,0,SAUCEDAL,0.00613466710951,1.90096365165e-06,0.0236340904140001,94.0,54.0,0.0,3.0,0.0,0.0,0.0,3977.3055934624554,2284.8351281592827,0.0,126.93528489773793,0.0,0.0,0.0,39.357880575981405,5
88,88,1307,1307,0,RAMAJAL,0.0193738118837,1.13209044671e-05,0.14073440549297908,51.0,6.0,0.0,3.0,0.0,0.0,4.0,362.38473329497435,42.63349803470287,0.0,21.316749017351434,0.0,0.0,28.422332023135244,5.264609865899778,0
89,89,8529,8529,0,SAN JOSE DE USAQUEN,0.049103126914099994,7.98779789403e-05,0.9932683022515882,172.0,145.0,0.0,8.0,0.0,0.0,13.0,173.16569914705033,145.98271149024592,0.0,8.054218564979086,0.0,0.0,13.088105168091015,3.03057353650892,3
90,90,101302,101302,1,MOLINO RURAL,0.00968254450349,1.24835723119e-06,0.015518996691641744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.43715530518685,4.052247783537737,3
91,91,7104,7104,0,TEUSAQUILLO,0.0257217466329,2.90446885136e-05,0.361097458500061,853.0,265.0,14.0,15.0,0.0,0.0,38.0,2362.24315602558,733.8738995859071,38.77069658189698,41.54003205203248,0.0,0.0,105.23474786514895,33.0813515378114,1
92,92,1355,1355,0,LAS GUACAMAYAS I,0.0204182588352,1.88451257203e-05,0.2342690537162473,143.0,49.0,0.0,7.0,0.0,1.0,16.0,610.4092611959123,209.1612153748231,0.0,29.880173624974727,0.0,4.268596232139247,68.29753971422795,12.18056680218605,4
93,93,4594,4594,0,SAN ANTONIO,0.0210055423551,1.79233881488e-05,0.2228327944598636,137.0,45.0,0.0,4.0,0.0,0.0,6.0,614.810761279917,201.94514056639608,0.0,17.95067916145743,0.0,0.0,26.926018742186145,6.74706280918823,0
94,94,2561,2561,0,CORDILLERA DEL SUR,0.014221527363,1.22998680053e-05,0.15290006472411338,21.0,35.0,0.0,1.0,0.0,0.0,5.0,137.34461157940999,228.90768596568333,0.0,6.540219599019523,0.0,0.0,32.70109799509762,4.481266681308776,3
95,95,109105,109105,1,SANTO DOMINGO,0.139924734604,0.0008377030340389999,10.406285389580027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09609576929355745,0.0060431573411776,3
96,96,2501,2501,0,SAN CARLOS,0.0270106387409,4.17847349672e-05,0.5194466793129914,405.0,233.0,0.0,16.0,0.0,0.0,14.0,779.675789891744,448.5542198636453,0.0,30.80200651424174,0.0,0.0,26.95175569996152,9.934806866995032,0
97,97,9211,9211,0,EL POA,0.0302857634263,4.22051832666e-05,0.5248057842859158,960.0,321.0,0.0,6.0,0.0,0.0,19.0,1829.2481309180635,611.6548437757275,0.0,11.432800818237897,0.0,0.0,36.20386925775334,13.683531438060129,1
98,98,9249,9249,0,VEREDA SUBA NARANJOS,0.0635129104507,8.720692634299999e-05,1.0843566870029095,69.0,13.0,0.0,0.0,0.0,0.0,15.0,63.63219854410771,11.988675088020294,0.0,0.0,0.0,0.0,13.833086640023415,1.1774900830943993,3
99,99,4207,4207,0,GORGONZOLA,0.0258974358323,3.04169101984e-05,0.3781572641850464,265.0,182.0,0.0,9.0,0.0,0.0,5.0,700.7666521257823,481.2812478750656,0.0,23.79962214766808,0.0,0.0,13.222012304260044,8.351855747412582,0
100,100,4570,4570,0,ANTONIA SANTOS,0.020175061056099997,1.36161799105e-05,0.16928007127192427,110.0,53.0,0.0,1.0,0.0,0.0,6.0,649.8106904935119,313.09060541960116,0.0,5.90736991357738,0.0,0.0,35.44421948146428,7.002919093442404,3
101,101,9227,9227,0,LECH WALESA,0.021390916982,1.8741049583e-05,0.23303258973285196,134.0,87.0,0.0,4.0,0.0,0.0,6.0,575.0268670730446,373.33833906981255,0.0,17.164981106658047,0.0,0.0,25.74747165998707,7.456111307191712,0
102,102,9261,9261,0,TUNA,0.011140805198899999,3.51561115371e-06,0.04371638172947946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
