level0;id;SCaCodigo;SCaTipo;SCaNombre;SHAPE_Leng;SHAPE_Area;areakm;count_hurtos;count_accidentes;count_alojamiento;count_sitp;count_restaurantes;count_parques;count_sitios;hurtos;accidentes;alojamiento;sitp;restaurantes;parques;sitios;c1_index;cluster;
286;002552;2552;0;JUAN PABLO II;0.02528482336;2.29E-05;0.2848321991;134;36;0;9;0;0;15;4.704.524.293;1.263.902.049;0;3.159.755.122;0;0;5.266.258.537;8.585.995.374;0;002552
287;009212;9212;0;SUBA URBANO;0.04689871447;5.69E-05;0.7077686161;679;290;0;14;0;0;45;9.593.530.775;4.097.384.278;0;1.978.047.582;0;0;6.358.010.086;1.171.278.527;0;009212
288;202410;202410;2;TOCAIMITA ORIENTAL;0.02016110966;1.57E-05;0.1954832594;6;4;0;0;0;0;0;3.069.316.533;2.046.211.022;0;0;0;0;0;0.2340748138;3;202410
289;107106;107106;1;TUNA RURAL;0.1698240795;0.0008049681947;1.000.995.855;41;0;0;1;0;0;8;4.095.921.058;0;0;0.0999005136;0;0;0.7992041088;0.07433992729;3;107106
290;009263;9263;0;VILLA ALCAZAR;0.02270177601;1.67E-05;0.2073709007;117;21;0;2;0;0;15;5.642.064.514;1.012.678.246;0;9.644.554.724;0;0;7.233.416.043;8.095.095.782;3;009263
291;005630;5630;0;CIUDAD BACHUE;0.02920865421;2.20E-05;0.2734484769;143;58;0;3;0;0;11;5.229.504.353;212.105.771;0;1.097.098.815;0;0;4.022.695.656;6.685.857.639;3;005630
292;008513;8513;0;LISBOA;0.03712015075;4.56E-05;0.566831855;458;287;1;14;1;0;15;8.079.997.551;5.063.229.907;1.764.191.605;2.469.868.247;1.764.191.605;0;2.646.287.408;1.063.490.259;0;008513
293;008315;8315;0;CHICO NORTE III SECTOR;0.03375403314;5.52E-05;0.6866445903;1414;1566;6;16;4;0;37;2.059.289.507;2.280.655.847;8.738.145.009;2.330.172.002;5.825.430.006;0;5.388.522.756;2.989.651.738;1;008315
294;008412;8412;0;SANTA BIBIANA;0.03302204528;6.24E-05;0.7761145986;1125;735;8;11;3;0;40;1.449.528.204;9.470.250.932;1.030.775.612;1.417.316.466;3.865.408.543;0;5.153.878.058;1.884.914.802;1;008412
295;008414;8414;0;SANTA ANA OCCIDENTAL;0.02720131877;3.22E-05;0.4005686672;386;315;4;12;6;0;23;9.636.300.381;7.863.820.259;9.985.803.503;2.995.741.051;1.497.870.525;0;5.741.837.014;2.018.823.894;0;008414
296;009127;9127;0;ANDES NORTE;0.02157304597;2.01E-05;0.2501626439;200;225;2;7;0;0;12;7.994.798.778;8.994.148.625;7.994.798.778;2.798.179.572;0;0;4.796.879.267;1.571.616.565;0;009127
297;005403;5403;0;JULIO FLOREZ;0.04191474016;8.31E-05;1.033.714.282;829;611;0;12;1;0;40;8.019.624.129;5.910.724.177;0;1.160.862.359;0.967385299;0;3.869.541.196;1.011.028.868;0;005403
298;004531;4531;0;MANDALAY;0.02989366875;3.60E-05;0.4473018671;657;666;0;8;0;0;27;1.468.806.746;1.488.927.387;0;1.788.501.365;0;0;6.036.192.108;1.954.735.827;1;004531
299;209104;209104;2;SAN JUAN URBANO;0.007317361782;1.80E-06;0.02234466916;0;0;0;0;0;0;1;0;0;0;0;0;0;4.475.340.372;2.814.399.242;3;209104
300;001428;1428;0;CERROS DE ORIENTE;0.05026312447;6.78E-05;0.8428041751;182;12;0;4;0;0;11;2.159.457.741;1.423.818.291;0;4.746.060.969;0;0;1.305.166.766;212.766.894;3;001428
301;102111;102111;1;LOS ARRAYANES;0.2468345309;0.001653202974;205.455.834;0;0;0;0;0;0;2;0;0;0;0;0;0;0.09734452222;0.006121687442;3;102111
302;103203;103203;1;EL TABACO;0.3370358917;0.002640204558;3.280.831.236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;103203
303;204106;204106;2;NUEVA ESPERANZA;0.01639008893;1.63E-05;0.2025693819;17;7;0;7;0;1;1;8.392.186.341;345.560.614;0;345.560.614;0;4.936.580.201;4.936.580.201;5.897.071.032;4;204106
304;204107;204107;2;EL MIRADOR II;0.007137082739;2.51E-06;0.03119581281;10;0;0;2;0;0;0;3.205.558.406;0;0;6.411.116.812;0;0;0;6.836.932.512;5;204107
305;004634;4634;0;CANAVERALEJO;0.03220200017;2.93E-05;0.3641377651;136;14;0;1;0;0;3;3.734.850.187;3.844.698.722;0;2.746.213.373;0;0;8.238.640.119;237.857.973;3;004634
306;009115;9115;0;IBERIA;0.03509638387;5.06E-05;0.6286195267;392;383;0;19;0;0;35;6.235.886.468;6.092.715.605;0;3.022.495.992;0;0;5.567.755.775;1.204.625.224;0;009115
307;005661;5661;0;LUIS CARLOS GALAN;0.01793786503;8.43E-06;0.1048003394;126;40;0;1;0;0;0;1.202.286.182;3.816.781.531;0;9.541.953.828;0;0;0;7.556.823.431;0;005661
308;008202;8202;0;EMAUS;0.01493951501;1.02E-05;0.1265449306;315;165;5;3;18;0;10;2.489.234.444;1.303.884.709;3.951.165.784;237.069.947;1.422.419.682;0;7.902.331.568;6.474.214.872;2;008202
309;005654;5654;0;GRAN GRANADA;0.02103400851;1.46E-05;0.1812393488;125;15;0;5;0;0;7;6.896.957.026;8.276.348.431;0;275.878.281;0;0;3.862.295.935;7.914.112.122;0;005654
310;004528;4528;0;PASO ANCHO;0.02319402826;2.03E-05;0.252937579;113;53;0;8;0;1;9;4.467.505.399;2.095.378.639;0;3.162.835.681;0;3.953.544.601;3.558.190.141;9.538.524.725;4;004528
311;005304;5304;0;LA CASTELLANA;0.03562744591;5.90E-05;0.7334793011;1134;430;4;15;9;0;33;1.546.055.899;5.862.469.457;545.345.996;2.045.047.485;1.227.028.491;0;4.499.104.467;1.785.351.229;1;005304
312;004544;4544;0;LAS DELICIAS;0.03721901791;6.72E-05;0.8355631124;706;588;1;17;0;0;23;8.449.391.668;7.037.170.398;1.196.797.687;2.034.556.067;0;0;2.752.634.679;1.108.422.726;0;004544
313;002507;2507;0;ABRAHAM LINCOLN;0.0187382725;1.56E-05;0.1942841651;167;154;0;8;0;0;10;8.595.656.773;792.653.379;0;4.117.679.891;0;0;5.147.099.864;1.469.702.228;5;002507
314;002632;2632;0;LA REQUILINA;0.03513681154;2.99E-05;0.371626533;14;5;0;2;0;0;1;376.722.294;1.345.436.764;0;5.381.747.056;0;0;2.690.873.528;0.8618885232;3;002632
315;006505;6505;0;PIO XII;0.02516288288;3.31E-05;0.4112305308;263;104;0;9;0;0;12;6.395.439.548;2.528.995.106;0;2.188.553.457;0;0;2.918.071.276;7.624.898.142;0;006505
316;002304;2304;0;SANTIAGO PEREZ;0.01569450872;1.00E-05;0.1243202817;197;120;0;3;0;0;7;1.584.616.744;965.248.778;0;2.413.121.945;0;0;5.630.617.872;1.721.626.819;1;002304
317;105318;105318;1;SAN BERNARDINO XVIII;0.04131823642;3.69E-05;0.4587868806;45;2;0;0;0;0;0;9.808.475.767;4.359.322.563;0;0;0;0;0;0.391647172;3;105318
318;002613;2613;0;EL PROGRESO USME;0.02611626307;1.85E-05;0.2298483466;126;44;0;7;0;0;8;5.481.875.413;19.143.057;0;3.045.486.341;0;0;3.480.555.818;8.032.503.857;0;002613
319;008425;8425;0;GINEBRA II;0.01427753928;4.33E-06;0.05385271475;11;5;0;2;0;0;1;204.260.826;9.284.583.002;0;3.713.833.201;0;0;18.569.166;5.739.736.217;5;008425
320;002541;2541;0;GRANADA SUR;0.01257046479;7.71E-06;0.09586478678;36;21;0;1;0;0;4;3.755.289.216;2.190.585.376;0;1.043.135.893;0;0;4.172.543.574;6.222.830.999;3;002541
321;005636;5636;0;ENGATIVA ZONA URBANA;0.02754124628;2.95E-05;0.3664209433;156;81;0;18;0;0;20;425.739.857;2.210.572.334;0;4.912.382.965;0;0;5.458.203.295;1.063.443.048;5;005636
322;006533;6533;0;EL TINTAL III;0.006095855529;1.19E-06;0.01480297873;3;1;0;0;0;0;0;2.026.619.139;675.539.713;0;0;0;0;0;1.151.089.956;3;006533
323;006418;6418;0;PUENTE GRANDE;0.0304938153;3.74E-05;0.4652853405;141;252;0;5;0;0;10;3.030.398.505;541.603.137;0;1.074.609.399;0;0;2.149.218.798;6.590.915.447;3;006418
324;006503;6503;0;VISION DE ORIENTE;0.01248186153;8.47E-06;0.1053288258;61;90;0;5;0;0;6;5.791.387.072;8.544.669.451;0;4.747.038.584;0;0;56.964.463;1.491.016.065;5;006503
325;002520;2520;0;LAS MANAS;0.01879498276;4.93E-06;0.06127026963;17;15;0;4;0;0;4;2.774.592.001;2.448.169.413;0;6.528.451.767;0;0;6.528.451.767;1.231.435.338;5;002520
326;002565;2565;0;PARAISO QUIBA;0.02304437892;2.11E-05;0.2619227541;53;14;0;0;0;0;7;2.023.497.355;5.345.087.352;0;0;0;0;2.672.543.676;2.748.250.062;3;002565
327;001419;1419;0;CALLEJON SANTA BARBARA;0.02120084126;1.35E-05;0.1679440556;99;12;0;1;0;0;13;5.894.820.132;7.145.236.524;0;595.436.377;0;0;77.406.729;8.009.713.082;3;001419
328;006405;6405;0;FERROCAJA FONTIBON;0.06201779973;9.79E-05;1.217.332.898;694;333;0;6;0;0;37;5.700.987.802;2.735.488.383;0;4.928.807.898;0;0;3.039.431.537;6.070.763.759;3;006405
329;205308;205308;2;CANAVERALEJO RURAL;0.03029089138;1.68E-05;0.2085022402;11;0;0;0;0;0;0;5.275.722.693;0;0;0;0;0;0;0.1969649999;3;205308
330;004101;4101;0;RICAURTE;0.03074630944;5.49E-05;0.6824491278;2062;871;1;10;0;0;16;3.021.470.636;1.276.285.608;1.465.310.687;1.465.310.687;0;0;2.344.497.099;2.186.328.705;1;004101
331;001431;1431;0;LA RESURRECCION I;0.01245484519;7.34E-06;0.0912060779;93;11;0;5;0;0;5;1.019.668.888;1.206.059.975;0;5.482.090.794;0;0;5.482.090.794;1.278.147.499;5;001431
332;009240;9240;0;POTRERILLO;0.01039888809;6.47E-06;0.08040499646;56;13;0;0;0;0;8;6.964.741.306;1.616.814.946;0;0;0;0;9.949.630.437;9.801.343.854;3;009240
333;001321;1321;0;SAN MARTIN SUR;0.03267377895;3.40E-05;0.4230364199;109;174;0;5;0;0;5;2.576.610.307;4.113.121.041;0;1.181.931.334;0;0;1.181.931.334;5.146.809.403;3;001321
334;002508;2508;0;TUNJUELITO;0.02463601923;3.50E-05;0.4349510682;392;361;0;12;0;0;19;9.012.508.042;8.299.784.191;0;2.758.931.033;0;0;4.368.307.469;1.338.548.902;0;002508
335;002506;2506;0;GRAN YOMASA;0.03159568378;2.69E-05;0.3346677587;294;102;0;11;0;0;12;8.784.831.893;304.779.882;0;3.286.841.865;0;0;3.585.645.671;1.020.593.639;0;002506
336;002504;2504;0;COMPARTIR;0.02177196078;1.26E-05;0.1562925476;57;10;0;6;0;0;14;3.647.006.902;6.398.257.723;0;3.838.954.634;0;0;8.957.560.813;1.074.562.953;5;002504
337;002571;2571;0;ANTONIO JOSE DE SUCRE;0.01513811539;1.12E-05;0.1387500294;40;46;0;5;0;0;6;2.882.882.273;3.315.314.614;0;3.603.602.841;0;0;4.324.323.409;8.901.900.295;0;002571
338;004209;4209;0;SANTA MATILDE;0.01828359158;1.49E-05;0.184797968;149;90;1;4;0;0;12;806.285.922;4.870.183.422;5.411.314.913;2.164.525.965;0;0;6.493.577.895;1.319.636.066;0;004209
339;009141;9141;0;LA CANDELARIA;0.007572166128;2.78E-06;0.03455277213;0;0;0;0;0;0;1;0;0;0;0;0;0;2.894.123.795;182.002.242;3;009141
340;004301;4301;0;SAN RAFAEL INDUSTRIAL;0.02434075456;2.68E-05;0.333491074;209;62;0;7;0;0;3;6.267.034.301;1.859.120.223;0;2.099.006.704;0;0;8.995.743.015;5.837.652.361;0;004301
341;003215;3215;0;SAN FRANCISCO RURAL;0.03155765;2.82E-05;0.3511791856;121;11;0;5;0;0;10;3.445.534.501;3.132.304.092;0;1.423.774.587;0;0;2.847.549.174;4.512.562.785;3;003215
342;007306;7306;0;BAQUERO;0.01354841572;1.07E-05;0.1333972017;165;125;4;1;0;0;9;1.236.907.505;9.370.511.404;2.998.563.649;7.496.409.123;0;0;6.746.768.211;2.249.744.916;1;007306
343;005113;5113;0;PAULO VI;0.02329054416;3.11E-05;0.3868672777;236;72;0;4;0;0;14;6.100.283.317;1.861.103.385;0;1.033.946.325;0;0;3.618.812.137;6.549.613.493;3;005113
344;008214;8214;0;CHAPINERO NORTE;0.0213403886;2.22E-05;0.2763972875;1340;405;4;14;1;0;35;4.848.093.887;1.465.282.108;1.447.192.205;5.065.172.718;3.617.980.513;0;126.629.318;4.348.365.279;2;008214
345;002528;2528;0;SANTA LIBRADA NORTE;0.03106380828;2.33E-05;0.2896741749;167;81;0;4;0;0;14;5.765.097.977;2.796.245.127;0;1.380.861.791;0;0;4.833.016.268;8.039.303.664;0;002528
346;001409;1409;0;LAS LOMAS;0.02064778494;2.12E-05;0.2639065288;219;94;0;2;0;0;8;8.298.392.654;3.561.867.167;0;757.844.078;0;0;3.031.376.312;7.751.066.523;0;001409
347;004575;4575;0;LOS LAURELES;0.02774133559;3.68E-05;0.4578623012;113;37;0;5;0;1;7;2.467.990.915;8.081.032.201;0;1.092.031.379;0;2.184.062.757;152.884.393;4.214.203.353;3;004575
348;004409;4409;0;ALQUERIA;0.02787114773;3.31E-05;0.4120142379;458;138;0;15;0;0;13;111.161.207;3.349.398.814;0;3.640.650.885;0;0;3.155.230.767;1.129.300.627;0;004409
349;005631;5631;0;CIUDAD BACHUE I ETAPA;0.01983956422;2.12E-05;0.2632869502;192;49;0;5;0;0;8;7.292.423.716;1.861.087.303;0;1.899.068.676;0;0;3.038.509.882;7.390.835.794;0;005631
350;002610;2610;0;CHAPINERITO;0.01135156101;4.90E-06;0.0609673078;28;33;0;1;0;0;4;4.592.625.296;5.412.736.956;0;164.022.332;0;0;656.089.328;1.044.419.602;0;002610
351;004615;4615;0;OSORIO XII;0.03463143145;5.97E-05;0.742781659;32;7;0;1;0;0;1;4.308.130.069;9.424.034.527;0;1.346.290.647;0;0;1.346.290.647;0.4189738713;3;004615
352;004628;4628;0;BETANIA;0.01714045915;1.15E-05;0.1433958575;124;53;0;5;0;0;5;8.647.390.667;369.606.214;0;3.486.851.075;0;0;3.486.851.075;1.064.699.253;0;004628
353;004624;4624;0;LA VEGA SAN BERNARDINO;0.003299305805;6.28E-07;0.0078031849;3;1;0;0;0;0;0;3.844.584.024;1.281.528.008;0;0;0;0;0;2.183.667.354;3;004624
354;004627;4627;0;GALAN;0.02761564603;4.23E-05;0.5263612728;242;44;0;18;0;0;9;4.597.602.683;8.359.277.605;0;3.419.704.475;0;0;1.709.852.237;6.288.349.164;0;004627
355;009124;9124;0;PUENTE LARGO;0.03208572352;4.79E-05;0.5950079856;442;269;0;11;0;0;19;742.847.173;4.520.947.727;0;1.848.714.684;0;0;3.193.234.454;9.047.801.449;0;009124
356;005621;5621;0;FLORIDA BLANCA;0.03128389746;4.46E-05;0.5540721123;487;260;0;16;0;0;13;8.789.469.622;4.692.529.983;0;2.887.710.759;0;0;2.346.264.992;1.003.753.309;0;005621
357;009108;9108;0;CIUDAD JARDIN NORTE;0.02780146878;4.44E-05;0.5522914899;316;250;0;9;0;0;22;5.721.616.316;4.526.595.187;0;1.629.574.267;0;0;3.983.403.765;8.717.982.164;0;009108
358;001104;1104;0;MOLINOS DE ORIENTE;0.007289813102;2.68E-06;0.03329720087;4;1;0;0;0;0;2;120.130.218;300.325.545;0;0;0;0;6.006.510.901;4.401.169.418;3;001104
359;003108;3108;0;LA CAPUCHINA;0.02116205213;2.41E-05;0.2999566565;2594;685;7;8;0;0;146;8.647.916.104;2.283.663.273;2.333.670.498;2.667.051.998;0;0;4.867.369.897;8.441.823.576;2;003108
360;001332;1332;0;VILLABEL;0.02728210185;1.67E-05;0.2075427767;6;3;0;1;0;0;7;2.890.970.284;1.445.485.142;0;4.818.283.807;0;0;3.372.798.665;2.737.271.252;3;001332
361;004592;4592;0;SAN MARTIN;0.008520195843;4.34E-06;0.0539860927;44;25;0;0;0;0;5;8.150.247.185;4.630.822.264;0;0;0;0;9.261.644.528;1.157.125.817;3;004592
362;002611;2611;0;CHARALA;0.02577763454;1.70E-05;0.2118119702;127;39;0;4;0;0;7;5.995.883.985;1.841.255.712;0;1.888.467.397;0;0;3.304.817.944;7.053.348.756;0;002611
363;007103;7103;0;LA MAGDALENA;0.01772425063;1.83E-05;0.2269837771;554;64;5;5;0;0;20;2.440.703.063;2.819.584.766;2.202.800.599;2.202.800.599;0;0;8.811.202.395;2.375.129.459;1;007103
364;101309;101309;1;LA ARBOLEDA RURAL;0.03198876918;1.44E-05;0.179099694;1;0;0;0;0;0;0;5.583.482.459;0;0;0;0;0;0;0.02084549712;3;101309
365;001407;1407;0;SURAMERICA;0.02047068206;1.62E-05;0.2013779319;268;55;0;3;0;0;6;1.330.831.027;2.731.183.078;0;1.489.736.225;0;0;2.979.472.449;9.747.658.832;0;001407
366;002428;2428;0;PRIMAVERA II;0.02449300337;2.96E-05;0.3679381056;123;37;0;5;0;0;9;334.295.356;1.005.603.917;0;1.358.924.211;0;0;2.446.063.581;4.569.028.752;3;002428
367;002615;2615;0;LA ESPERANZA DE USME;0.02238423709;2.00E-05;0.2483893573;50;17;0;1;0;0;2;2.012.968.694;6.844.093.558;0;4.025.937.387;0;0;8.051.874.774;2.011.710.437;3;002615
368;004518;4518;0;TIMIZA A;0.03434113944;5.76E-05;0.7162275865;255;58;0;12;0;1;14;3.560.320.837;8.097.984.648;0;16.754.451;0;139.620.425;195.468.595;5.079.847.279;0;004518
369;005104;5104;0;EL ROSARIO;0.02481959237;3.26E-05;0.4054662982;217;234;0;5;0;1;4;5.351.862.805;5.771.133.163;0;1.233.148.112;0;2.466.296.223;9.865.184.894;808.817.195;0;005104
370;007310;7310;0;LA PAZ;0.02124837957;2.60E-05;0.3229336463;290;323;0;6;0;0;3;8.980.172.966;1.000.205.472;0;1.857.966.821;0;0;9.289.834.103;1.141.192.042;0;007310
371;005203;5203;0;SAN FERNANDO;0.0252826897;2.68E-05;0.332921175;403;119;0;6;0;0;11;1.210.496.749;357.441.968;0;180.222.841;0;0;3.304.085.419;1.026.984.369;0;005203
372;004505;4505;0;PROVIVIENDA OCCIDENTAL;0.04670706491;7.37E-05;0.9163303681;607;348;2;22;0;0;31;6.624.248.428;3.797.756.924;2.182.618.922;2.400.880.814;0;0;3.383.059.329;9.476.717.361;0;004505
373;002620;2620;0;EL NUEVO PORTAL II;0.01220488041;8.18E-06;0.1016271235;39;6;0;0;0;0;2;3.837.558.189;5.903.935.676;0;0;0;0;1.967.978.559;3.015.069.751;3;002620
374;002101;2101;0;LA FRAGUITA;0.01947203288;1.88E-05;0.2338447835;187;66;0;5;0;0;6;7.996.757.388;282.238.496;0;2.138.170.425;0;0;2.565.804.509;8.128.202.943;0;002101
375;004412;4412;0;REMANSO SUR;0.03369716744;2.85E-05;0.3549327895;317;284;0;8;0;0;15;8.931.268.381;8.001.514.891;0;2.253.947.856;0;0;4.226.152.231;1.264.733.616;0;004412
376;004625;4625;0;EL REMANSO I;0.0213823382;1.91E-05;0.2376905104;88;30;0;6;0;0;7;3.702.293.367;1.262.145.466;0;2.524.290.932;0;0;2.945.006.088;6.191.984.832;0;004625
377;005109;5109;0;CENTRO ADMINISTRATIVO OCC.;0.03498456193;6.06E-05;0.7539896679;494;225;0;8;0;0;29;6.551.813.918;2.984.125.772;0;1.061.022.497;0;0;3.846.206.551;7.540.775.981;0;005109
378;007203;7203;0;CHAPINERO OCCIDENTAL;0.02329645027;2.59E-05;0.3216790132;686;148;5;11;0;0;22;2.132.560.633;4.600.859.674;1.554.344.484;3.419.557.866;0;0;6.839.115.732;2.184.815.494;1;007203
379;001402;1402;0;GUSTAVO RESTREPO;0.0345502276;4.22E-05;0.5244000579;578;272;0;6;0;0;16;110.221.193;5.186.879.671;0;1.144.164.633;0;0;3.051.105.689;100.691.128;0;001402
380;004633;4633;0;SANTA FE BOSA;0.01892111062;2.06E-05;0.2556370891;152;38;0;5;0;0;7;5.945.929.071;1.486.482.268;0;1.955.897.721;0;0;2.738.256.809;6.530.565.205;0;004633
381;006518;6518;0;OSORIO III;0.03562331355;5.09E-05;0.6327798237;274;91;0;10;0;0;8;4.330.100.135;143.809.895;0;1.580.328.516;0;0;1.264.262.813;4.641.701.694;0;006518
382;004551;4551;0;HIPOTECHO SUR;0.03598193734;4.48E-05;0.5572750526;522;346;0;13;0;0;9;9.367.008.223;6.208.783.228;0;2.332.779.826;0;0;1.615.001.418;1.019.047.007;0;004551
383;205101;205101;2;VEREDA EL TINTAL URBANO;0.04396345519;4.37E-05;0.5436598573;159;26;0;4;0;0;7;2.924.622.774;478.240.202;0;735.754.157;0;0;1.287.569.775;2.828.133.009;3;205101
384;205102;205102;2;VEREDA EL TINTAL;0.01429014922;8.13E-06;0.1011363299;75;46;0;2;0;0;0;741.573.281;4.548.316.124;0;1.977.528.749;0;0;0;7.164.226.899;0;205102
385;005112;5112;0;PARQUE DISTRITAL SALITRE;0.0317810711;5.02E-05;0.6241623319;110;1;0;4;0;4;4;1.762.362.039;1.602.147.308;0;6.408.589.234;0;6.408.589.234;6.408.589.234;4.271.346.505;4;005112
386;002438;2438;0;SIERRA MORENA;0.02751697634;3.63E-05;0.4509052595;130;97;0;4;0;0;16;2.883.089.014;2.151.227.957;0;887.104.312;0;0;3.548.417.248;534.445.834;3;002438
387;008533;8533;0;HORIZONTES NORTE;0.03423655693;3.55E-05;0.4411893898;161;118;0;16;0;0;17;3.649.226.471;2.674.588.345;0;3.626.560.468;0;0;3.853.220.497;8.537.805.322;0;008533
388;001309;1309;0;SAN VICENTE;0.02444559973;1.71E-05;0.2129553782;60;55;0;4;0;0;3;2.817.491.651;258.270.068;0;1.878.327.767;0;0;1.408.745.825;5.098.372.439;0;001309
389;004206;4206;0;SAN FRANCISCO;0.03271631394;4.47E-05;0.5562465724;311;295;0;18;0;0;17;5.591.045.688;5.303.403.466;0;3.235.974.996;0;0;3.056.198.608;995.297.255;0;004206
390;208103;208103;2;BARRANCAS ORIENTAL;0.002007379712;1.11E-07;0.001374156236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;208103
391;002205;2205;0;SANTA LUCIA;0.03936961479;4.23E-05;0.5262106302;549;297;6;15;0;0;23;1.043.308.456;5.644.127.711;114.022.782;2.850.569.551;0;0;4.370.873.312;153.013.977;0;002205
392;002306;2306;0;BRAVO PAEZ;0.0204623764;1.56E-05;0.1941554189;138;70;0;5;0;0;8;7.107.707.876;3.605.359.067;0;2.575.256.477;0;0;4.120.410.363;9.615.652.228;0;002306
393;008543;8543;0;SANTA CECILIA PUENTE NORTE;0.02087888935;2.20E-05;0.2741178759;32;26;0;0;0;0;5;1.167.381;9.484.970.623;0;0;0;0;1.824.032.812;2.136.764.127;3;008543
394;201105;201105;2;EL REFUGIO I;0.005589719825;1.31E-06;0.01629943413;0;0;0;0;0;0;1;0;0;0;0;0;0;6.135.182.313;3.858.221.054;3;201105
395;002201;2201;0;OLAYA;0.02241946078;2.83E-05;0.3518457458;764;238;1;11;0;1;12;2.171.406.104;6.764.327.915;2.842.154.586;3.126.370.045;0;2.842.154.586;3.410.585.503;188.328.743;1;002201
396;002203;2203;0;QUIROGA CENTRAL;0.0186029389;2.05E-05;0.2544149179;339;63;0;5;0;0;14;1.332.469.035;2.476.269.887;0;1.965.293.561;0;0;5.502.821.972;1.161.014.743;0;002203
397;002105;2105;0;SANTANDER;0.01894806045;1.64E-05;0.2043124329;135;145;0;3;0;0;2;6.607.527.406;709.697.388;0;1.468.339.423;0;0;978.892.949;8.518.362.558;0;002105
398;002303;2303;0;CENTENARIO;0.01430646773;1.11E-05;0.1382882564;146;134;0;6;0;0;6;1.055.765.715;9.689.904.512;0;4.338.763.214;0;0;4.338.763.214;1.614.536.402;5;002303
399;002310;2310;0;MURILLO TORO;0.01904677063;1.76E-05;0.219359789;248;60;0;2;0;0;3;1.130.562.722;2.735.232.391;0;9.117.441.303;0;0;1.367.616.195;7.480.205.132;0;002310
400;006411;6411;0;CHARCO URBANO;0.006754426156;1.65E-06;0.02056260733;9;7;0;0;0;0;0;4.376.876.849;3.404.237.549;0;0;0;0;0;3.621.907.173;3;006411
401;002411;2411;0;ISLA DEL SOL;0.04370718196;5.12E-05;0.6370205463;300;92;0;5;0;0;8;4.709.424.237;1.444.223.433;0;7.849.040.395;0;0;1.255.846.463;4.081.830.407;3;002411
402;002612;2612;0;LA COMUNA;0.01765733778;1.54E-05;0.1913999482;98;29;0;3;0;0;9;5.120.168.576;1.515.151.926;0;1.567.398.544;0;0;4.702.195.631;7.132.292.604;0;002612
403;001424;1424;0;BARCELONA SUR;0.01310979094;4.78E-06;0.05936566325;67;88;0;0;0;0;2;1.128.598.525;1.482.338.362;0;0;0;0;3.368.950.822;1.498.796.977;1;001424
404;001303;1303;0;CORDOBA;0.01847977858;1.50E-05;0.1864689425;91;72;0;5;0;0;7;4.880.169.254;3.861.232.817;0;2.681.411.678;0;0;3.753.976.349;8.796.381.266;0;001303
405;004569;4569;0;JOSE ANTONIO GALAN;0.02238750652;1.83E-05;0.2280600455;179;115;0;4;0;0;7;7.848.810.151;5.042.531.661;0;1.753.924.056;0;0;3.069.367.098;9.348.011.669;0;004569
406;005601;5601;0;EL MINUTO DE DIOS;0.03221925894;4.00E-05;0.496876803;840;356;0;5;0;0;43;1.690.559.903;7.164.753.875;0;1.006.285.657;0;0;8.654.056.647;1.682.282.202;1;005601
407;009259;9259;0;BERLIN;0.02212751407;1.08E-05;0.1343870945;181;96;0;8;0;0;3;1.346.855.519;7.143.543.085;0;5.952.952.571;0;0;2.232.357.214;1.584.065.679;5;009259
408;009142;9142;0;CONEJERA;0.008089266361;3.54E-06;0.04397544714;0;0;0;0;0;0;1;0;0;0;0;0;0;2.273.996.207;14.300.439;3;009142
409;002427;2427;0;GALICIA;0.02229292143;2.39E-05;0.2972603528;111;38;0;10;0;0;14;3.734.100.392;1.278.340.675;0;3.364.054.407;0;0;470.967.617;806.184.108;0;002427
410;002417;2417;0;BARLOVENTO;0.0274098185;3.11E-05;0.3868805462;198;52;0;15;0;0;11;5.117.858.779;1.344.084.124;0;3.877.165.742;0;0;2.843.254.877;7.894.521.309;5;002417
411;002424;2424;0;RINCON DE GALICIA;0.01266692932;8.08E-06;0.1004322859;24;11;0;5;0;0;4;2.389.669.795;1.095.265.323;0;497.847.874;0;0;3.982.782.992;8.416.170.634;5;002424
412;002448;2448;0;PERDOMO ALTO;0.01382710004;6.48E-06;0.08061882525;67;0;0;0;0;0;1;8.310.714.004;0;0;0;0;0;1.240.405.075;3.882.791.686;3;002448
413;102603;102603;1;CENTRO USME RURAL II;0.006765643693;9.89E-07;0.01228895824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;102603
414;009218;9218;0;ALMIRANTE COLON;0.0286987449;3.15E-05;0.391467047;98;34;0;1;0;0;5;2.503.403.562;8.685.277.665;0;2.554.493.431;0;0;1.277.246.715;2.469.735.794;3;009218
415;002439;2439;0;SIERRA MORENA;0.01933432179;1.41E-05;0.1759010033;93;52;0;8;0;0;10;5.287.064.783;2.956.208.266;0;4.548.012.716;0;0;5.685.015.895;1.127.632.858;5;002439
416;002444;2444;0;SIERRA MORENA II;0.01909658044;1.10E-05;0.1371533263;40;61;0;5;0;1;4;2.916.444.032;4.447.577.148;0;364.555.504;0;7.291.110.079;2.916.444.032;1.172.751.444;4;002444
417;002532;2532;0;QUINTAS DEL SUR;0.01353029213;5.29E-06;0.06574656797;38;53;0;7;0;0;7;5.779.769.374;8.061.257.285;0;1.064.694.358;0;0;1.064.694.358;2.292.718.009;5;002532
