level0;id;SCaCodigo;SCaTipo;SCaNombre;SHAPE_Leng;SHAPE_Area;areakm;count_hurtos;count_accidentes;count_alojamiento;count_sitp;count_restaurantes;count_parques;count_sitios;hurtos;accidentes;alojamiento;sitp;restaurantes;parques;sitios;c1_index;cluster;
885;008527;8527;0;EL CEREZO;0.02210509467;2.05E-05;0.2551957663;159;152;0;3;0;0;8;6.230.510.887;5.956.211.665;0;1.175.568.092;0;0;3.134.848.245;8.809.728.778;0;008527
886;008501;8501;0;EL TOBERIN;0.03350288382;6.11E-05;0.7592873695;892;201;0;14;0;0;14;1.174.785.774;2.647.219.065;0;1.843.834.174;0;0;1.843.834.174;8.713.396.865;0;008501
887;008526;8526;0;EL VERVENAL;0.03054083271;3.35E-05;0.4164025201;347;229;1;10;0;0;22;83.332.829;549.948.641;240.152.245;240.152.245;0;0;5.283.349.389;123.588.507;0;008526
888;003206;3206;0;LA PENA;0.01868239805;6.01E-06;0.074669685;18;33;0;1;0;0;5;2.410.616.839;4.419.464.204;0;1.339.231.577;0;0;6.696.157.886;8.869.825.979;0;003206
889;003207;3207;0;LOS LACHES;0.0208858141;1.74E-05;0.2160200862;84;15;0;7;0;0;13;3.888.527.288;6.943.798.729;0;3.240.439.407;0;0;6.017.958.899;849.249.075;0;003207
890;002579;2579;0;VILLA CANDELARIA;0.01654633711;1.18E-05;0.1461668135;51;25;0;0;0;0;2;3.489.164.112;1.710.374.565;0;0;0;0;1.368.299.652;3.161.870.333;3;002579
891;002591;2591;0;BRAZUELOS OCCIDENTAL;0.01157382543;4.79E-06;0.05952247552;0;3;0;0;0;0;0;0;5.040.112.956;0;0;0;0;0;0.2943069961;3;002591
892;002576;2576;0;SERRANIAS I;0.01935852061;1.42E-05;0.1762387463;38;7;0;2;0;0;4;2.156.166.042;3.971.884.815;0;1.134.824.233;0;0;2.269.648.465;3.462.586.041;3;002576
893;006519;6519;0;MORAVIA;0.009980705573;5.51E-06;0.06853161303;10;3;0;0;0;0;2;1.459.180.597;437.754.179;0;0;0;0;2.918.361.193;2.635.655.786;3;006519
894;001426;1426;0;SAN LUIS;0.02602579909;2.56E-05;0.3185258541;243;37;0;11;0;0;13;7.628.894.071;1.161.601.155;0;3.453.408.839;0;0;4.081.301.355;9.131.208.723;0;001426
895;002536;2536;0;MONTEBLANCO;0.03418169435;4.07E-05;0.5059133042;209;176;0;9;0;0;12;4.131.142.594;3.478.856.921;0;1.778.960.926;0;0;2.371.947.901;663.041.519;0;002536
896;005668;5668;0;VILLAS DE ALCALA;0.04207146292;3.97E-05;0.4932748285;104;18;0;2;0;0;5;210.835.814;3.649.081.396;0;4.054.534.885;0;0;1.013.633.721;1.994.358.273;3;005668
897;208127;208127;2;PARAMO RURAL V;0.01900241417;7.33E-06;0.09114214441;8;8;0;0;0;0;0;8.777.498.107;8.777.498.107;0;0;0;0;0;0.8402449491;3;208127
898;008508;8508;0;CEDRO SALAZAR;0.02592008427;3.90E-05;0.4849513951;333;138;0;7;0;0;15;6.866.667.533;2.845.646.005;0;1.443.443.626;0;0;3.093.093.483;7.440.286.793;0;008508
899;008507;8507;0;BARRANCAS;0.02439685076;2.93E-05;0.3642993384;244;61;0;7;0;0;13;6.697.788.722;1.674.447.181;0;1.921.496.765;0;0;3.568.493.991;7.412.870.001;0;008507
900;008506;8506;0;BARRANCAS NORTE;0.02509161491;3.31E-05;0.4114638142;345;90;0;15;0;1;20;8.384.698.438;2.187.312.636;0;364.552.106;0;2.430.347.373;4.860.694.746;1.167.159.072;0;008506
901;107109;107109;1;BARAJAS NORTE;0.1342541281;0.0006364224028;7.914.090.364;57;23;0;0;0;0;8;7.202.343.843;2.906.208.919;0;0;0;0;1.010.855.276;0.1074290711;3;107109
902;005669;5669;0;EL GACO;0.06041142589;0.0001248089768;1.551.907.421;95;27;0;5;0;0;10;6.121.499.178;1.739.794.503;0;3.221.841.673;0;0;6.443.683.345;1.018.796.499;3;005669
903;205401;205401;2;EL CHANCO II;0.02361622597;1.90E-05;0.236554401;12;3;0;0;0;0;0;5.072.828.893;1.268.207.223;0;0;0;0;0;0.2634444617;3;205401
904;009129;9129;0;VILLA DEL PRADO;0.04133314193;6.13E-05;0.7625149696;749;554;0;6;0;0;12;9.822.757.977;7.265.431.134;0;7.868.697.979;0;0;1.573.739.596;9.591.670.128;0;009129
905;009101;9101;0;GRANADA NORTE;0.02130844698;2.61E-05;0.3242243653;306;120;0;4;0;0;17;9.437.908.828;3.701.140.717;0;1.233.713.572;0;0;5.243.282.682;1.006.746.438;0;009101
906;009102;9102;0;BRITALIA;0.0466184584;6.54E-05;0.8134783745;495;241;0;20;0;0;55;6.084.980.443;2.962.586.438;0;2.458.577.957;0;0;6.761.089.381;1.041.648.254;0;009102
907;004557;4557;0;GRAN BRITALIA;0.03424346218;2.64E-05;0.3288222713;151;64;0;8;0;0;6;4.592.146.371;1.946.340.184;0;243.292.523;0;0;1.824.693.922;6.138.818.494;0;004557
908;004522;4522;0;BOSA;0.03212042153;4.00E-05;0.4968297088;712;267;1;18;0;1;24;1.433.086.604;5.374.074.764;2.012.762.084;3.622.971.751;0;2.012.762.084;4.830.629.002;1.604.560.481;0;004522
909;004561;4561;0;EL JARDIN;0.0207062514;1.73E-05;0.2156418202;80;23;0;2;0;0;4;3.709.855.534;1.066.583.466;0;9.274.638.835;0;0;1.854.927.767;3.990.293.955;3;004561
910;004302;4302;0;SAN RAFAEL;0.01154595282;7.88E-06;0.09790923445;75;31;0;3;0;0;1;7.660.155.901;3.166.197.772;0;306.406.236;0;0;102.135.412;8.046.592.922;0;004302
911;009203;9203;0;PUERTA DEL SOL;0.02218297685;2.48E-05;0.3085814836;211;125;0;3;0;0;17;6.837.740.149;4.050.793.927;0;9.721.905.426;0;0;5.509.079.741;9.237.961.576;0;009203
912;006419;6419;0;EL REFUGIO;0.02498349657;2.04E-05;0.2539166227;113;43;0;7;0;0;6;4.450.279.734;1.693.469.279;0;2.756.810.455;0;0;236.298.039;6.561.643.312;0;006419
913;006416;6416;0;ATAHUALPA;0.01102970361;7.20E-06;0.08957617232;44;16;0;2;0;1;1;4.912.020.559;1.786.189.294;0;2.232.736.618;0;1.116.368.309;1.116.368.309;1.013.716.526;4;006416
914;006403;6403;0;SAN JOSE DE FONTIBON;0.04089939547;6.06E-05;0.7534213024;783;333;3;14;0;0;25;1.039.259.174;4.419.837.864;3.981.835.914;1.858.190.093;0;0;3.318.196.595;1.117.898.001;0;006403
915;001347;1347;0;JUAN REY SUR;0.02096957489;1.90E-05;0.2359514949;49;53;0;6;0;0;6;2.076.698.011;2.246.224.379;0;2.542.895.523;0;0;2.542.895.523;5.923.206.826;0;001347
916;102112;102112;1;EL HATO;0.1310191449;0.0005000978468;6.215.358.788;0;0;0;0;0;0;1;0;0;0;0;0;0;0.1608917577;0.010117971;3;102112
917;107110;107110;1;CASABLANCA SUBA I;0.08749366769;0.0002242703758;278.885.958;40;5;0;0;0;0;9;1.434.278.021;1.792.847.527;0;0;0;0;3.227.125.548;0.2669602799;3;107110
918;009252;9252;0;BILBAO;0.0284909808;3.02E-05;0.3753515259;225;59;0;4;0;0;9;5.994.380.853;1.571.859.868;0;1.065.667.707;0;0;2.397.752.341;5.601.198.972;3;009252
919;009128;9128;0;EL PLAN;0.0467109904;7.62E-05;0.9480183069;308;186;0;14;0;0;18;3.248.882.408;1.961.987.428;0;1.476.764.731;0;0;1.898.697.511;4.851.817.193;3;009128
920;009257;9257;0;TIBABUYES;0.06331827832;7.81E-05;0.971472936;267;48;0;5;0;0;18;2.748.403.894;494.095.082;0;5.146.823.771;0;0;1.852.856.558;2.932.604.788;3;009257
921;009208;9208;0;COSTA AZUL;0.01963293632;2.02E-05;0.2507085271;199;163;0;4;0;0;18;7.937.504.251;6.501.573.834;0;1.595.478.241;0;0;7.179.652.087;1.267.853.775;0;009208
922;208107;208107;2;LA ESPERANZA;0.01708013023;8.38E-06;0.1041784457;8;58;0;1;0;0;0;7.679.131.655;556.737.045;0;9.598.914.568;0;0;0;4.382.107.344;3;208107
923;008540;8540;0;LA ESTRELLITA I;0.03309628318;1.00E-05;0.1244256733;29;16;0;7;0;0;8;2.330.708.706;1.285.908.251;0;56.258.486;0;0;6.429.541.257;1.061.369.028;5;008540
924;004578;4578;0;VILLA NELLY III SECTOR;0.02314241932;1.47E-05;0.1831550581;214;83;0;4;0;1;3;11.684.089;4.531.679.379;0;2.183.941.869;0;5.459.854.673;1.637.956.402;1.220.652.059;4;004578
925;004620;4620;0;CHUCUA DE LA VACA II;0.02091612254;2.18E-05;0.2716329815;263;80;0;2;0;0;2;9.682.182.133;2.945.150.459;0;7.362.876.147;0;0;7.362.876.147;6.445.302.022;0;004620
926;002431;2431;0;POTOSI;0.01917481107;2.22E-05;0.275447398;65;85;0;1;0;0;7;2.359.797.205;3.085.888.653;0;3.630.457.239;0;0;2.541.320.067;4.600.496.764;3;002431
927;001335;1335;0;VILLA DIANA;0.01867878396;1.39E-05;0.1732804658;17;2;0;0;0;0;2;9.810.684.613;115.419.819;0;0;0;0;115.419.819;1.159.509.832;3;001335
928;008207;8207;0;BOSQUE CALDERON;0.01655825121;1.69E-05;0.210693606;618;227;4;6;0;0;17;2.933.169.221;1.077.393.872;1.898.491.405;2.847.737.108;0;0;8.068.588.471;2.957.333.754;1;008207
929;009111;9111;0;MONACO;0.04885444264;8.65E-05;1.076.029.029;569;492;0;9;0;0;16;5.287.961.428;4.572.367.351;0;8.364.086.617;0;0;1.486.948.732;6.315.081.774;3;009111
930;005624;5624;0;AEROPUERTO EL DORADO;0.1435665428;0.0005767342536;7.171.007.298;757;628;2;25;19;0;19;1.055.639.701;8.757.486.555;0.2789008457;3.486.260.571;2.649.558.034;0;2.649.558.034;2.024.016.316;3;005624
931;006402;6402;0;LA CABANA FONTIBON;0.02533816347;3.58E-05;0.4452435848;359;172;3;9;0;0;16;8.063.002.191;3.863.053.974;6.737.884.839;2.021.365.452;0;0;3.593.538.581;1.099.067.921;0;006402
932;006414;6414;0;BRISAS ALDEA FONTIBON;0.05666561524;7.85E-05;0.9766422302;116;87;0;7;0;0;15;1.187.743.028;8.908.072.711;0;7.167.414.825;0;0;1.535.874.605;2.560.017.168;3;006414
933;004573;4573;0;CIUDADELA EL RECREO;0.03554274851;3.62E-05;0.4505506399;231;148;0;19;0;1;6;5.127.059.637;3.284.869.378;0;4.217.062.039;0;2.219.506.336;1.331.703.802;9.293.049.842;5;004573
934;006401;6401;0;VERSALLES FONTIBON;0.02956444934;4.34E-05;0.540046296;295;130;0;12;0;0;13;5.462.494.645;240.720.103;0;222.203.172;0;0;240.720.103;6.913.653.644;0;006401
935;005613;5613;0;LA SERENA;0.02628693923;2.41E-05;0.2999483589;173;88;0;7;0;1;6;5.767.659.495;2.933.838.356;0;2.333.735.056;0;3.333.907.222;2.000.344.333;8.549.460.933;0;005613
936;005614;5614;0;VILLA LUZ;0.02983796604;4.40E-05;0.5474258621;362;169;0;11;0;1;9;6.612.767.592;3.087.176.031;0;2.009.404.517;0;1.826.731.379;1.644.058.241;7.824.905.612;0;005614
937;005606;5606;0;NORMANDIA OCCIDENTAL;0.03402696044;5.71E-05;0.7102309982;835;347;6;18;0;0;40;1.175.673.833;4.885.734.372;8.447.955.687;2.534.386.706;0;0;5.631.970.458;1.512.815.081;0;005606
938;004643;4643;0;EL CORZO I;0.03308410563;3.64E-05;0.4525139944;83;27;0;6;0;0;2;1.834.197.418;5.966.666.299;0;1.325.925.844;0;0;4.419.752.814;2.477.618.278;3;004643
939;004526;4526;0;BOSA NOVA;0.02106289699;6.78E-06;0.08423200067;70;37;0;2;0;0;2;8.310.380.787;4.392.629.845;0;2.374.394.511;0;0;2.374.394.511;924.964.972;0;004526
940;005657;5657;0;SABANA DEL DORADO;0.0221387048;2.52E-05;0.3129113457;94;59;0;9;0;0;7;3.004.045.756;1.885.518.081;0;2.876.214.021;0;0;223.705.535;6.159.700.753;0;005657
941;108102;108102;1;TIBABITA RURAL;0.09561108528;0.0003591130487;4.465.649.436;71;24;0;9;0;0;6;1.589.914.323;5.374.358.275;0;2.015.384.353;0;0;1.343.589.569;0.3525376246;3;108102
942;008544;8544;0;CANAIMA;0.05324218294;7.79E-05;0.9689134151;324;188;0;9;0;1;16;3.343.952.049;1.940.317.856;0;9.288.755.693;0;1.032.083.966;1.651.334.345;4.661.810.294;3;008544
943;008525;8525;0;LA URIBE;0.03066186853;3.48E-05;0.4326483611;563;140;0;3;0;0;8;1.301.287.722;323.588.421;0;6.934.037.592;0;0;1.849.076.691;8.520.629.788;0;008525
944;105401;105401;1;EL CHANCO RURAL II;0.020550298;1.64E-05;0.2042192631;13;10;0;0;0;0;0;6.365.707.036;489.669.772;0;0;0;0;0;0.5235912762;3;105401
945;008205;8205;0;MARIA CRISTINA;0.03975524575;3.13E-05;0.3896457575;250;174;3;3;0;0;18;6.416.084.229;4.465.594.624;7.699.301.075;7.699.301.075;0;0;4.619.580.645;1.051.260.076;0;008205
946;008206;8206;0;LA SALLE;0.01743332312;1.41E-05;0.175810334;254;158;2;4;0;0;8;1.444.738.738;8.986.957.502;1.137.589.557;2.275.179.114;0;0;4.550.358.229;1.835.215.344;1;008206
947;008203;8203;0;LAS ACACIAS;0.0236926409;1.78E-05;0.2212256954;91;21;1;0;0;1;7;4.113.446.217;9.492.568.193;4.520.270.568;0;0;4.520.270.568;3.164.189.398;7.071.469.784;4;008203
948;101103;101103;1;INGEMAR ORIENTAL RURAL;0.08628444045;0.0003546685629;4.409.485.207;37;0;0;0;0;0;1;8.391.002.183;0;0;0;0;0;0.2267838428;0.04558886815;3;101103
949;008503;8503;0;SANTA TERESA;0.03176621665;5.23E-05;0.6498911051;393;167;0;19;0;1;27;6.047.166.932;2.569.661.266;0;292.356.671;0;1.538.719.321;4.154.542.167;9.576.025.417;0;008503
950;101301;101301;1;HOYA SAN CRISTOBAL;0.1990773257;0.001135577212;1.411.674.658;64;17;0;2;0;0;3;4.533.622.506;1.204.243.478;0;0.1416757033;0;0;0.212513555;0.04978604038;3;101301
951;101502;101502;1;SIBERIA;0.1263358142;0.00027086684;3.367.556.106;150;11;0;4;0;0;5;4.454.268.772;3.266.463.766;0;1.187.805.006;0;0;1.484.756.257;0.3832389137;3;101502
952;008215;8215;0;INGEMAR;0.02445359794;1.14E-05;0.141536239;52;10;1;0;0;0;5;3.673.970.734;7.065.328.334;7.065.328.334;0;0;0;3.532.664.167;5.774.270.737;3;008215
953;004317;4317;0;CAMELIA II;0.01806200475;9.02E-06;0.112199835;50;53;0;2;0;0;2;4.456.334.539;4.723.714.612;0;1.782.533.816;0;0;1.782.533.816;7.111.211.498;0;004317
954;004637;4637;0;LAS MARGARITAS;0.03697637486;4.22E-05;0.5248500328;314;205;0;12;0;0;10;5.982.661.339;3.905.877.626;0;2.286.367.391;0;0;1.905.306.159;7.723.948.508;0;004637
955;002461;2461;0;ARBORIZADORA ALTA II;0.01957091227;1.24E-05;0.154472794;69;13;0;7;0;0;10;4.466.805.981;8.415.721.414;0;45.315.423;0;0;6.473.631.857;1.021.673.891;5;002461
956;101306;101306;1;TIBAQUE;0.3611502649;0.002007458455;2.495.432.799;153;12;0;3;0;0;3;6.131.200.971;0.4808785075;0;0.1202196269;0;0;0.1202196269;0.04383487073;3;101306
957;002596;2596;0;EL MOCHUELO ALTO;0.10940359;0.0003196679965;3.973.581.544;0;0;0;0;0;0;1;0;0;0;0;0;0;0.2516621312;0.01582623113;3;002596
958;009265;9265;0;VEREDA SUBA CERROS II;0.05085239453;6.29E-05;0.7825024543;19;10;0;1;0;0;4;24.281.074;1.277.951.263;0;1.277.951.263;0;0;5.111.805.053;0.5991673986;3;009265
959;001302;1302;0;MONTEBELLO;0.02055023777;1.50E-05;0.1867740206;121;41;0;9;0;0;9;6.478.417.054;2.195.166.109;0;4.818.657.313;0;0;4.818.657.313;1.096.998.928;5;001302
960;002415;2415;0;MADELENA;0.04074027182;4.77E-05;0.5931873776;489;214;0;19;0;0;24;82.436.009;3.607.629.024;0;3.203.035.114;0;0;4.045.939.092;1.054.650.844;0;002415
961;002421;2421;0;RAFAEL ESCAMILLA;0.01512704605;1.43E-05;0.1778415545;80;26;0;2;0;0;6;449.838.623;1.461.975.525;0;1.124.596.558;0;0;3.373.789.673;5.644.157.662;3;002421
962;205322;205322;2;CAMPO VERDE;0.04824428955;7.08E-05;0.8799821993;64;1;0;3;0;0;4;7.272.874.389;1.136.386.623;0;340.915.987;0;0;4.545.546.493;0.8639376569;3;205322
963;001116;1116;0;TIBAQUE URBANO;0.01718659781;4.15E-06;0.05157518905;1;6;0;1;0;0;3;193.891.679;1.163.350.074;0;193.891.679;0;0;581.675.037;611.542.822;0;001116
964;201508;201508;2;PARDO RUBIO I;0.01351468012;3.71E-06;0.04609012257;6;0;0;0;0;0;1;1.301.797.363;0;0;0;0;0;2.169.662.271;1.850.447.517;3;201508
965;002589;2589;0;PORVENIR;0.04944826141;8.40E-05;1.044.066.884;564;132;0;10;0;0;19;5.401.952.772;1.264.286.819;0;9.577.930.447;0;0;1.819.806.785;4.742.065.608;3;002589
966;203106;203106;2;NAZARETH URBANO;0.006512604767;1.81E-06;0.02247529236;3;2;0;0;0;0;2;1.334.799.099;8.898.660.661;0;0;0;0;8.898.660.661;6.614.040.488;3;203106
967;002446;2446;0;LOS TRES REYES;0.01589648073;8.22E-06;0.1021917917;22;4;0;3;0;0;6;2.152.814.785;39.142.087;0;2.935.656.525;0;0;587.131.305;7.307.216.535;0;002446
968;009225;9225;0;TIBABUYES UNIVERSAL;0.0140135207;1.09E-05;0.135918107;107;144;0;8;0;1;8;7.872.387.451;1.059.461.489;0;588.589.716;0;735.737.145;588.589.716;2.103.281.001;4;009225
969;009222;9222;0;ALTOS DE CHOZICA;0.04112325733;4.99E-05;0.6202696995;501;119;0;7;0;0;20;8.077.131.615;1.918.520.284;0;1.128.541.343;0;0;3.224.403.838;7.156.370.698;0;009222
970;006404;6404;0;PUERTA DE TEJA;0.03969452767;8.18E-05;1.016.938.623;256;100;0;9;0;0;14;2.517.359.399;9.833.435.154;0;8.850.091.638;0;0;1.376.680.922;31.583.749;3;006404
971;103106;103106;1;NAZARETH;0.08325320579;0.0001929587767;2.397.488.185;2;1;0;0;0;0;1;0.8342064051;0.4171032026;0;0;0;0;0.4171032026;0.03178032676;3;103106
972;005612;5612;0;PARIS GAITAN;0.02716722822;3.78E-05;0.4700750719;337;305;0;6;0;0;34;7.169.067.668;6.488.325.338;0;127.639.187;0;0;7.232.887.262;121.366.743;0;005612
973;006218;6218;0;CENTRO INDUSTRIAL;0.04180861771;9.07E-05;1.127.680.132;518;1039;0;18;0;0;10;4.593.501.166;921.360.562;0;1.596.197.316;0;0;8.867.762.868;9.056.958.356;0;006218
974;005639;5639;0;QUIRIGUA ORIENTAL;0.03046279358;1.55E-05;0.1922380098;166;118;0;5;0;0;12;863.512.893;6.138.224.179;0;2.600.942.449;0;0;6.242.261.877;1.302.187.941;0;005639
975;009123;9123;0;NIZA NORTE;0.03005956516;3.72E-05;0.4629299305;298;329;1;9;0;0;21;6.437.259.299;7.106.907.079;2.160.154.127;1.944.138.714;0;0;4.536.323.667;1.165.702.703;0;009123
976;005643;5643;0;ALAMOS;0.01382401139;1.08E-05;0.1346189345;164;81;0;6;0;1;5;1.218.253.588;6.016.984.185;0;4.457.025.322;0;7.428.375.537;3.714.187.768;1.737.541.147;4;005643
977;104104;104104;1;PASQUILLA;0.2019880273;0.001893452117;2.353.450.997;2;0;0;0;0;0;2;0.08498158672;0;0;0;0;0;0.08498158672;0.005661493882;3;104104
978;004602;4602;0;REMANSO URBANO;0.03068122582;6.96E-06;0.08646792147;21;4;0;1;0;0;1;2.428.646.328;4.625.993.007;0;1.156.498.252;0;0;1.156.498.252;292.155.262;3;004602
979;205320;205320;2;EL REMANSO;0.01327930191;4.61E-06;0.05734287539;12;3;0;0;0;0;2;2.092.674.969;5.231.687.424;0;0;0;0;3.487.791.616;3.280.138.735;3;205320
980;102401;102401;1;LOS ARRAYANES;0.02525057895;2.93E-05;0.36454402;4;0;0;0;0;0;0;1.097.261.176;0;0;0;0;0;0;0.04096539184;3;102401
981;005638;5638;0;SANTA CECILIA;0.01827057441;1.64E-05;0.2033436297;124;103;0;7;0;0;7;6.098.051.864;5.065.317.274;0;3.442.448.633;0;0;3.442.448.633;1.042.777.881;0;005638
982;005625;5625;0;LOS ALAMOS;0.02693506253;2.80E-05;0.3476899199;297;184;0;13;0;0;23;8.542.094.061;5.292.071.741;0;373.896.373;0;0;6.615.089.677;1.372.868.292;0;005625
983;004598;4598;0;VILLA ANNY I;0.03107898483;3.78E-05;0.4700662287;66;6;0;1;0;1;7;140.405.747;1.276.415.882;0;2.127.359.803;0;2.127.359.803;1.489.151.862;2.597.797.789;3;004598
984;004599;4599;0;VILLA ANNY II;0.009411078128;4.88E-06;0.06069179137;43;7;0;0;0;0;2;7.084.977.891;1.153.368.494;0;0;0;0;3.295.338.554;5.390.940.699;3;004599
985;009110;9110;0;MAZUREN;0.03729314406;6.66E-05;0.8275677194;529;206;0;22;0;0;23;639.222.613;2.489.222.274;0;2.658.392.719;0;0;2.779.228.752;7.926.500.052;0;009110
986;001119;1119;0;AGUAS CLARAS I;0.02631873961;1.14E-05;0.1414766821;20;12;0;8;0;0;0;1.413.660.521;8.481.963.123;0;5.654.642.082;0;0;0;5.997.721.574;5;001119
987;105105;105105;1;VEREDA EL TINTAL RURAL;0.04529130117;3.96E-05;0.4924402259;47;12;0;2;0;0;1;9.544.305.588;243.684.398;0;4.061.406.633;0;0;2.030.703.317;0.9836292913;3;105105
988;001336;1336;0;JUAN JOSE RONDON I;0.01424408969;8.04E-06;0.0999758815;14;5;0;0;0;0;11;140.033.774;5.001.206.216;0;0;0;0;1.100.265.367;7.734.059.318;3;001336
989;006522;6522;0;EL TINTAL II;0.02249595693;1.43E-05;0.1772628799;35;2;0;0;0;0;0;1.974.468.655;1.128.267.803;0;0;0;0;0;0.8030353725;3;006522
990;106201;106201;1;EL PANTANO;0.03287820385;3.02E-05;0.3757026203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;106201
991;005662;5662;0;EL CEDRO;0.04347604598;0.0001057985835;1.315.517.392;19;3;0;1;0;0;0;1.444.298.655;228.047.156;0;0.7601571867;0;0;0;0.1341127268;3;005662
992;008539;8539;0;TORCA I;0.1027135077;0.0002158559564;2.684.309.328;313;166;0;4;1;0;2;1.166.035.512;6.184.086.099;0;1.490.141.229;0.3725353072;0;0.7450706144;1.055.288.722;3;008539
993;108101;108101;1;TORCA RURAL I;0.1106725955;0.000332258222;413.193.824;7;17;0;2;0;0;0;1.694.120.191;4.114.291.892;0;0.4840343403;0;0;0;0.07293221124;3;108101
994;108110;108110;1;TORCA RURAL II;0.110683775;0.0005490942273;6.828.322.413;44;22;0;14;0;0;3;6.443.749.627;3.221.874.813;0;2.050.283.972;0;0;0.4393465655;0.2508729829;3;108110
995;008520;8520;0;BOSQUE DE PINOS;0.05232940983;5.19E-05;0.6448766762;96;76;0;30;0;0;19;1.488.656.724;1.178.519.906;0;4.652.052.261;0;0;2.946.299.766;7.189.415.084;5;008520
996;008305;8305;0;BELLAVISTA;0.03319718081;3.24E-05;0.4028247523;219;262;3;5;1;0;12;5.436.607.327;6.504.069.039;7.447.407.297;124.123.455;2.482.469.099;0;2.978.962.919;1.119.619.757;0;008305
997;201304;201304;2;AGUAS CLARAS;0.009350440869;3.14E-06;0.03907853711;3;1;0;0;0;0;0;7.676.848.271;2.558.949.424;0;0;0;0;0;0.4360337256;3;201304
998;005617;5617;0;PRIMAVERA;0.02928911561;1.72E-05;0.2132971104;159;68;0;5;0;0;22;7.454.390.717;3.188.041.313;0;2.344.148.024;0;0;1.031.425.131;1.319.319.206;0;005617
999;004547;4547;0;CORABASTOS;0.03103987666;4.06E-05;0.5050152349;622;35;0;2;0;0;4;1.231.646.012;693.048.399;0;3.960.276.566;0;0;7.920.553.132;5.849.448.452;3;004547
1000;201302;201302;2;EL TRIANGULO;0.02356401616;1.81E-05;0.2244998043;23;10;0;0;0;0;1;102.449.978;4.454.346.868;0;0;0;0;4.454.346.868;0.9227111211;3;201302
1001;001353;1353;0;LAS GUACAMAYAS IV;0.01558575861;5.58E-06;0.06934803496;31;6;0;0;0;0;7;4.470.205.972;8.652.011.558;0;0;0;0;1.009.401.348;8.521.937.049;3;001353
1002;001352;1352;0;LAS GUACAMAYAS II;0.01038425197;5.15E-06;0.06401532414;51;14;0;1;0;0;8;7.966.842.421;2.186.976.351;0;1.562.125.965;0;0;1.249.700.772;1.348.464.504;0;001352
1003;005652;5652;0;EL MUELLE;0.02304580559;2.17E-05;0.2694171443;215;167;0;5;0;0;10;7.980.189.998;6.198.566.184;0;1.855.858.139;0;0;3.711.716.278;1.056.573.302;0;005652
1004;102310;102310;1;EL BOSQUE SUR ORIENTAL RURAL I;0.06596662688;0.0001134062968;1.409.631.212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;102310
1005;004587;4587;0;LOS SAUCES;0.02056697339;1.25E-05;0.155166735;86;31;0;2;0;0;2;5.542.425.056;1.997.850.892;0;128.893.606;0;0;128.893.606;5.180.333.877;3;004587
1006;004589;4589;0;SAN PEDRO;0.02011879843;7.96E-06;0.0989515295;51;39;0;1;0;0;3;5.154.038.574;3.941.323.615;0;1.010.595.799;0;0;3.031.787.396;7.021.338.311;3;004589
1007;002447;2447;0;EL MIRADOR DE LA ESTANCIA;0.0117085984;5.95E-06;0.07392319283;5;4;0;1;0;0;1;6.763.777.116;5.411.021.693;0;1.352.755.423;0;0;1.352.755.423;2.609.273.499;3;002447
1008;002562;2562;0;CENTRAL DE MEZCLAS;0.05426469659;8.38E-05;1.041.676.616;36;43;0;3;0;0;0;345.596.699;4.127.960.571;0;2.879.972.491;0;0;0;0.6234343582;3;002562
1009;009221;9221;0;LA CHUCUA;0.02161081488;2.19E-05;0.2727294837;198;88;0;4;0;0;8;7.259.941.143;3.226.640.508;0;1.466.654.776;0;0;2.933.309.553;7.729.523.225;0;009221
1010;009121;9121;0;CLUB DE LOS LAGARTOS;0.06666145929;0.0001483377231;184.442.784;220;105;0;11;0;0;16;1.192.781.822;5.692.822.332;0;596.390.911;0;0;8.674.776.887;1.847.938.804;3;009121
1011;009223;9223;0;TTES DE COLOMBIA;0.02188773677;1.35E-05;0.1673655961;76;27;0;0;0;0;13;4.540.957.149;1.613.234.777;0;0;0;0;7.767.426.702;7.522.033.807;3;009223
1012;001429;1429;0;GUIPARMA;0.02095478167;1.32E-05;0.1646544349;60;15;0;4;0;0;6;3.643.995.379;9.109.988.447;0;2.429.330.253;0;0;3.643.995.379;6.321.205.651;0;001429
1013;005629;5629;0;EL CEDRO;0.0335241302;2.62E-05;0.3251851669;307;150;1;11;0;0;9;9.440.775.018;4.612.756.523;3.075.171.016;3.382.688.117;0;0;2.767.653.914;1.170.429.017;0;005629
1014;002442;2442;0;SANTA VIVIANA;0.02252414619;1.66E-05;0.2064855827;55;19;0;6;0;0;2;2.663.624.223;9.201.610.954;0;290.577.188;0;0;9.685.906.267;469.721.305;0;002442
1015;102910;102910;1;ARRAYAN;0.2217866742;0.001308497199;1.626.136.703;1;0;0;0;0;0;1;0.06149544488;0;0;0;0;0;0.06149544488;0.004096841426;3;102910
1016;102114;102114;1;LOS ANDES;0.1649123099;0.0008735130792;1.085.580.014;1;0;0;0;0;0;1;0.09211665538;0;0;0;0;0;0.09211665538;0.006136833883;3;102114
1017;004623;4623;0;SAN BERNARDINO POTRERITOS;0.01927516181;1.35E-05;0.1683575737;77;10;0;3;0;0;1;4.573.598.817;5.939.738.723;0;1.781.921.617;0;0;5.939.738.723;3.995.528.182;0;004623
